index,pobreza_binaria,pobreza,ingresos,edad
1246,1,3,4200,31
1247,1,3,4200,31
1248,1,3,4200,32
1249,1,3,4200,25
1250,0,2,4200,29
1251,0,2,4200,27
1252,0,2,4200,22
1253,1,3,4200,22
1254,0,2,4200,24
1255,1,3,4200,20
1256,1,3,4200,19
1257,1,3,4195,49
1258,0,2,4167,54
1259,1,3,4167,24
1260,1,3,4156,28
1261,1,3,4125,28
1262,1,3,4100,59
1263,1,3,4041,50
1264,1,3,4015,51
1265,1,3,4000,81
1266,1,3,4000,75
1267,1,3,4000,71
1268,1,3,4000,72
1269,1,3,4000,67
1270,1,3,4000,65
1271,1,3,4000,67
1272,1,3,4000,69
1273,1,3,4000,65
1274,1,3,4000,66
1275,1,3,4000,62
1276,1,3,4000,64
1277,1,3,4000,61
1278,0,2,4000,62
1279,1,3,4000,64
1280,0,2,4000,60
1281,1,3,4000,60
1282,1,3,4000,62
1283,1,3,4000,60
1284,1,3,4000,57
1285,0,2,4000,58
1286,1,3,4000,55
1287,1,3,4000,57
1288,1,3,4000,56
1289,1,3,4000,55
1290,1,3,4000,58
1291,1,3,4000,55
1292,1,3,4000,58
1293,1,3,4000,55
1294,1,3,4000,55
1295,1,3,4000,58
1296,1,3,4000,55
1297,0,2,4000,55
1298,1,3,4000,58
1299,1,3,4000,50
1300,1,3,4000,51
1301,0,1,4000,50
1302,0,2,4000,50
1303,1,3,4000,53
1304,1,3,4000,51
1305,1,3,4000,50
1306,0,2,4000,51
1307,0,2,4000,50
1308,1,3,4000,53
1309,1,3,4000,52
1310,1,3,4000,51
1311,0,2,4000,52
1312,1,3,4000,54
1313,1,3,4000,52
1314,1,3,4000,52
1315,0,2,4000,50
1316,1,3,4000,51
1317,1,3,4000,46
1318,0,2,4000,45
1319,0,2,4000,45
1320,1,3,4000,45
1321,1,3,4000,48
1322,1,3,4000,47
1323,1,3,4000,45
1324,0,2,4000,47
1325,0,2,4000,45
1326,1,3,4000,47
1327,0,2,4000,45
1328,1,3,4000,45
1329,1,3,4000,49
1330,0,2,4000,47
1331,1,3,4000,48
1332,0,2,4000,46
1333,0,2,4000,46
1334,1,3,4000,48
1335,1,3,4000,45
1336,1,3,4000,45
1337,1,3,4000,46
1338,1,3,4000,45
1339,1,3,4000,45
1340,0,2,4000,45
1341,1,3,4000,45
1342,1,3,4000,41
1343,1,3,4000,40
1344,1,3,4000,44
1345,1,3,4000,44
1346,1,3,4000,41
1347,1,3,4000,44
1348,1,3,4000,41
1349,1,3,4000,42
1350,1,3,4000,40
1351,1,3,4000,43
1352,1,3,4000,41
1353,1,3,4000,41
1354,1,3,4000,40
1355,0,2,4000,40
1356,1,3,4000,41
1357,1,3,4000,43
1358,1,3,4000,43
1359,1,3,4000,42
1360,1,3,4000,43
1361,1,3,4000,40
1362,0,2,4000,43
1363,1,3,4000,43
1364,1,3,4000,40
1365,1,3,4000,41
1366,1,3,4000,42
1367,1,3,4000,40
1368,1,3,4000,44
1369,1,3,4000,41
1370,1,3,4000,43
1371,1,3,4000,40
1372,0,2,4000,44
1373,1,3,4000,43
1374,1,3,4000,41
1375,1,3,4000,44
1376,1,3,4000,44
1377,0,2,4000,44
1378,1,3,4000,41
1379,1,3,4000,44
1380,1,3,4000,44
1381,1,3,4000,42
1382,1,3,4000,41
1383,0,2,4000,40
1384,1,3,4000,44
1385,1,3,4000,43
1386,1,3,4000,37
1387,1,3,4000,35
1388,1,3,4000,35
1389,1,3,4000,35
1390,1,3,4000,36
1391,1,3,4000,35
1392,1,3,4000,36
1393,1,3,4000,38
1394,1,3,4000,38
1395,0,2,4000,38
1396,1,3,4000,35
1397,1,3,4000,38
1398,1,3,4000,38
1399,1,3,4000,36
1400,1,3,4000,38
1401,0,2,4000,38
1402,1,3,4000,39
1403,0,2,4000,35
1404,0,2,4000,37
1405,1,3,4000,38
1406,1,3,4000,39
1407,1,3,4000,35
1408,1,3,4000,39
1409,0,2,4000,39
1410,0,2,4000,39
1411,1,3,4000,36
1412,1,3,4000,35
1413,1,3,4000,35
1414,1,3,4000,36
1415,1,3,4000,39
1416,1,3,4000,39
1417,0,2,4000,39
1418,0,2,4000,37
1419,0,2,4000,35
1420,1,3,4000,36
1421,1,3,4000,37
1422,1,3,4000,36
1423,1,3,4000,39
1424,1,3,4000,38
1425,1,3,4000,35
1426,1,3,4000,39
1427,1,3,4000,35
1428,1,3,4000,35
1429,0,2,4000,39
1430,0,2,4000,35
1431,0,2,4000,35
1432,1,3,4000,37
1433,1,3,4000,38
1434,1,3,4000,39
1435,1,3,4000,32
1436,1,3,4000,33
1437,1,3,4000,33
1438,0,2,4000,30
1439,1,3,4000,31
1440,0,2,4000,34
1441,1,3,4000,31
1442,1,3,4000,31
1443,1,3,4000,30
1444,1,3,4000,30
1445,1,3,4000,33
1446,1,3,4000,31
1447,1,3,4000,32
1448,1,3,4000,33
1449,1,3,4000,34
1450,0,2,4000,32
1451,0,2,4000,34
1452,1,3,4000,33
1453,1,3,4000,33
1454,1,3,4000,31
1455,1,3,4000,33
1456,1,3,4000,32
1457,1,3,4000,33
1458,0,2,4000,32
1459,1,3,4000,33
1460,1,3,4000,32
1461,0,1,4000,32
1462,1,3,4000,30
1463,1,3,4000,34
1464,0,2,4000,30
1465,1,3,4000,33
1466,1,3,4000,32
1467,1,3,4000,32
1468,0,2,4000,31
1469,1,3,4000,32
1470,1,3,4000,30
1471,1,3,4000,30
1472,1,3,4000,33
1473,0,1,4000,31
1474,1,3,4000,34
1475,1,3,4000,32
1476,0,2,4000,30
1477,0,2,4000,33
1478,1,3,4000,33
1479,0,2,4000,32
1480,1,3,4000,31
1481,1,3,4000,34
1482,1,3,4000,29
1483,0,2,4000,28
1484,1,3,4000,27
1485,0,2,4000,29
1486,0,2,4000,26
1487,0,2,4000,28
1488,1,3,4000,27
1489,1,3,4000,25
1490,1,3,4000,29
1491,1,3,4000,28
1492,1,3,4000,29
1493,1,3,4000,28
1494,0,2,4000,29
1495,1,3,4000,25
1496,1,3,4000,26
1497,0,1,4000,28
1498,0,1,4000,25
1499,1,3,4000,27
1500,1,3,4000,27
1501,1,3,4000,26
1502,0,2,4000,27
1503,1,3,4000,25
1504,1,3,4000,27
1505,1,3,4000,27
1506,1,3,4000,28
1507,1,3,4000,26
1508,0,2,4000,25
1509,1,3,4000,26
1510,1,3,4000,28
1511,0,2,4000,28
1512,1,3,4000,28
1513,0,1,4000,27
1514,0,1,4000,29
1515,1,3,4000,26
1516,0,2,4000,28
1517,0,2,4000,27
1518,0,2,4000,25
1519,1,3,4000,25
1520,1,3,4000,25
1521,1,3,4000,29
1522,1,3,4000,27
1523,0,2,4000,28
1524,0,2,4000,29
1525,1,3,4000,28
1526,0,2,4000,26
1527,0,1,4000,29
1528,1,3,4000,25
1529,0,2,4000,28
1530,1,3,4000,29
1531,0,2,4000,27
1532,1,3,4000,22
1533,1,3,4000,22
1534,1,3,4000,22
1535,1,3,4000,24
1536,0,2,4000,24
1537,1,3,4000,24
1538,1,3,4000,22
1539,1,3,4000,23
1540,1,3,4000,22
1541,1,3,4000,21
1542,1,3,4000,20
1543,1,3,4000,22
1544,1,3,4000,24
1545,1,3,4000,22
1546,0,2,4000,24
1547,1,3,4000,20
1548,0,2,4000,21
1549,1,3,4000,24
1550,1,3,4000,20
1551,1,3,4000,21
1552,1,3,4000,23
1553,0,2,4000,22
1554,1,3,4000,24
1555,0,2,4000,23
1556,1,3,4000,21
1557,1,3,4000,24
1558,1,3,4000,23
1559,0,2,4000,24
1560,1,3,4000,22
1561,1,3,4000,23
1562,0,2,4000,22
1563,1,3,4000,20
1564,1,3,4000,21
1565,1,3,4000,23
1566,0,2,4000,21
1567,1,3,4000,22
1568,1,3,4000,21
1569,1,3,4000,21
1570,0,2,4000,24
1571,0,1,4000,20
1572,0,1,4000,20
1573,0,2,4000,22
1574,1,3,4000,24
1575,0,2,4000,19
1576,1,3,4000,19
1577,1,3,4000,16
1578,1,3,4000,18
1579,1,3,4000,19
1580,1,3,4000,19
1581,1,3,3998,30
1582,1,3,3995,23
1583,1,3,3950,77
1584,1,3,3946,51
1585,1,3,3900,66
1586,1,3,3900,50
1587,0,2,3900,47
1588,1,3,3900,43
1589,0,2,3900,41
1590,1,3,3900,36
1591,1,3,3900,38
1592,1,3,3900,39
1593,1,3,3900,36
1594,1,3,3900,32
1595,1,3,3900,33
1596,1,3,3900,27
1597,1,3,3900,29
1598,1,3,3900,28
1599,1,3,3900,24
1600,1,3,3900,21
1601,1,3,3875,34
1602,1,3,3875,21
1603,1,3,3850,48
1604,0,2,3850,23
1605,1,3,3833,52
1606,1,3,3825,37
1607,0,2,3822,37
1608,0,2,3819,39
1609,1,3,3819,27
1610,1,3,3814,25
1611,1,3,3805,44
1612,1,3,3800,55
1613,1,3,3800,51
1614,1,3,3800,50
1615,1,3,3800,50
1616,1,3,3800,48
1617,1,3,3800,45
1618,1,3,3800,47
1619,0,2,3800,46
1620,1,3,3800,44
1621,1,3,3800,41
1622,0,2,3800,40
1623,1,3,3800,40
1624,0,2,3800,42
1625,0,2,3800,36
1626,1,3,3800,35
1627,1,3,3800,36
1628,1,3,3800,37
1629,0,1,3800,39
1630,1,3,3800,36
1631,1,3,3800,39
1632,1,3,3800,38
1633,1,3,3800,39
1634,0,2,3800,30
1635,1,3,3800,34
1636,1,3,3800,32
1637,0,2,3800,30
1638,1,3,3800,30
1639,1,3,3800,33
1640,1,3,3800,33
1641,1,3,3800,30
1642,1,3,3800,33
1643,0,2,3800,29
1644,1,3,3800,25
1645,0,2,3800,28
1646,1,3,3800,25
1647,1,3,3800,28
1648,1,3,3800,25
1649,0,2,3800,26
1650,0,2,3800,28
1651,1,3,3800,27
1652,1,3,3800,25
1653,0,2,3800,26
1654,1,3,3800,27
1655,0,2,3800,29
1656,0,2,3800,22
1657,1,3,3800,23
1658,0,2,3800,22
1659,0,2,3800,23
1660,1,3,3800,22
1661,1,3,3800,23
1662,0,2,3800,21
1663,0,2,3800,22
1664,1,3,3800,24
1665,0,2,3800,21
1666,0,2,3800,15
1667,1,3,3800,19
1668,1,3,3800,19
1669,1,3,3798,29
1670,1,3,3780,52
1671,1,3,3760,57
1672,0,2,3756,24
1673,1,3,3750,42
1674,1,3,3750,30
1675,1,3,3750,30
1676,1,3,3750,31
1677,0,2,3750,32
1678,1,3,3750,25
1679,0,1,3750,21
1680,1,3,3750,22
1681,1,3,3750,22
1682,1,3,3750,19
1683,0,2,3748,24
1684,1,3,3700,61
1685,0,2,3700,59
1686,1,3,3700,56
1687,1,3,3700,52
1688,1,3,3700,47
1689,1,3,3700,47
1690,1,3,3700,43
1691,1,3,3700,37
1692,1,3,3700,35
1693,0,2,3700,35
1694,0,2,3700,39
1695,1,3,3700,37
1696,0,1,3700,39
1697,1,3,3700,36
1698,0,2,3700,33
1699,0,2,3700,34
1700,1,3,3700,33
1701,1,3,3700,28
1702,1,3,3700,25
1703,1,3,3700,27
1704,1,3,3700,23
1705,1,3,3700,20
1706,1,3,3700,24
1707,1,3,3700,23
1708,1,3,3700,21
1709,0,2,3660,20
1710,1,3,3650,57
1711,1,3,3650,28
1712,0,2,3611,40
1713,1,3,3600,60
1714,1,3,3600,55
1715,0,1,3600,55
1716,1,3,3600,56
1717,1,3,3600,58
1718,1,3,3600,50
1719,0,2,3600,51
1720,1,3,3600,52
1721,1,3,3600,51
1722,0,2,3600,53
1723,1,3,3600,54
1724,1,3,3600,53
1725,1,3,3600,53
1726,1,3,3600,50
1727,1,3,3600,46
1728,1,3,3600,48
1729,0,2,3600,47
1730,1,3,3600,46
1731,1,3,3600,45
1732,1,3,3600,47
1733,1,3,3600,42
1734,0,2,3600,42
1735,1,3,3600,44
1736,1,3,3600,43
1737,1,3,3600,43
1738,0,2,3600,41
1739,0,2,3600,39
1740,1,3,3600,38
1741,1,3,3600,35
1742,0,2,3600,36
1743,1,3,3600,37
1744,0,2,3600,36
1745,0,2,3600,37
1746,0,1,3600,37
1747,1,3,3600,39
1748,1,3,3600,37
1749,1,3,3600,37
1750,0,2,3600,31
1751,0,2,3600,30
1752,1,3,3600,31
1753,0,2,3600,32
1754,0,2,3600,33
1755,0,2,3600,31
1756,1,3,3600,31
1757,1,3,3600,30
1758,0,2,3600,33
1759,1,3,3600,34
1760,1,3,3600,32
1761,0,2,3600,33
1762,0,2,3600,30
1763,0,2,3600,33
1764,1,3,3600,32
1765,0,2,3600,34
1766,1,3,3600,27
1767,1,3,3600,27
1768,1,3,3600,29
1769,1,3,3600,28
1770,1,3,3600,29
1771,1,3,3600,27
1772,1,3,3600,29
1773,1,3,3600,29
1774,1,3,3600,29
1775,0,1,3600,28
1776,1,3,3600,22
1777,1,3,3600,21
1778,1,3,3600,24
1779,1,3,3600,20
1780,1,3,3600,22
1781,0,2,3600,21
1782,1,3,3600,24
1783,1,3,3600,21
1784,0,2,3600,23
1785,1,3,3600,24
1786,0,2,3600,21
1787,1,3,3600,21
1788,0,2,3600,22
1789,1,3,3600,23
1790,1,3,3600,22
1791,0,2,3600,23
1792,0,2,3600,22
1793,1,3,3600,21
1794,0,2,3600,19
1795,0,2,3600,19
1796,1,3,3600,19
1797,0,2,3600,19
1798,0,2,3600,15
1799,0,2,3600,19
1800,1,3,3600,14
1801,1,3,3580,20
1802,1,3,3580,24
1803,1,3,3575,34
1804,0,2,3575,25
1805,1,3,3560,46
1806,1,3,3550,30
1807,0,2,3510,26
1808,0,2,3500,69
1809,1,3,3500,66
1810,1,3,3500,60
1811,1,3,3500,64
1812,1,3,3500,63
1813,1,3,3500,60
1814,1,3,3500,60
1815,1,3,3500,61
1816,1,3,3500,62
1817,1,3,3500,63
1818,0,2,3500,64
1819,1,3,3500,60
1820,1,3,3500,59
1821,1,3,3500,57
1822,1,3,3500,57
1823,1,3,3500,57
1824,1,3,3500,57
1825,0,2,3500,57
1826,1,3,3500,59
1827,1,3,3500,59
1828,1,3,3500,55
1829,0,2,3500,55
1830,1,3,3500,53
1831,0,2,3500,52
1832,1,3,3500,52
1833,1,3,3500,51
1834,1,3,3500,50
1835,1,3,3500,54
1836,1,3,3500,51
1837,0,2,3500,51
1838,0,2,3500,52
1839,1,3,3500,50
1840,1,3,3500,54
1841,1,3,3500,50
1842,1,3,3500,50
1843,1,3,3500,52
1844,1,3,3500,50
1845,0,2,3500,53
1846,1,3,3500,50
1847,1,3,3500,50
1848,1,3,3500,54
1849,1,3,3500,50
1850,1,3,3500,46
1851,0,2,3500,48
1852,1,3,3500,49
1853,1,3,3500,48
1854,1,3,3500,46
1855,1,3,3500,47
1856,1,3,3500,46
1857,1,3,3500,49
1858,1,3,3500,46
1859,0,2,3500,48
1860,1,3,3500,47
1861,1,3,3500,48
1862,1,3,3500,47
1863,1,3,3500,47
1864,1,3,3500,47
1865,0,2,3500,47
1866,1,3,3500,46
1867,1,3,3500,47
1868,0,2,3500,47
1869,1,3,3500,47
1870,1,3,3500,43
1871,1,3,3500,44
1872,1,3,3500,40
1873,1,3,3500,40
1874,1,3,3500,44
1875,1,3,3500,41
1876,1,3,3500,42
1877,1,3,3500,40
1878,1,3,3500,40
1879,0,2,3500,41
1880,0,2,3500,42
1881,1,3,3500,43
1882,1,3,3500,42
1883,1,3,3500,44
1884,1,3,3500,41
1885,1,3,3500,40
1886,1,3,3500,40
1887,1,3,3500,40
1888,1,3,3500,42
1889,0,2,3500,42
1890,0,2,3500,40
1891,0,2,3500,40
1892,1,3,3500,38
1893,1,3,3500,37
1894,1,3,3500,35
1895,0,2,3500,37
1896,0,2,3500,39
1897,0,2,3500,36
1898,1,3,3500,39
1899,1,3,3500,39
1900,1,3,3500,35
1901,1,3,3500,39
1902,1,3,3500,35
1903,1,3,3500,35
1904,1,3,3500,38
1905,0,2,3500,37
1906,1,3,3500,39
1907,1,3,3500,38
1908,1,3,3500,39
1909,0,2,3500,35
1910,0,2,3500,35
1911,0,2,3500,37
1912,1,3,3500,35
1913,1,3,3500,37
1914,1,3,3500,38
1915,1,3,3500,39
1916,0,2,3500,37
1917,1,3,3500,38
1918,0,2,3500,38
1919,1,3,3500,38
1920,0,2,3500,39
1921,1,3,3500,39
1922,1,3,3500,38
1923,1,3,3500,35
1924,1,3,3500,39
1925,1,3,3500,35
1926,1,3,3500,38
1927,1,3,3500,39
1928,1,3,3500,39
1929,0,2,3500,38
1930,1,3,3500,36
1931,1,3,3500,38
1932,1,3,3500,37
1933,1,3,3500,36
1934,1,3,3500,37
1935,1,3,3500,30
1936,1,3,3500,30
1937,1,3,3500,30
1938,0,2,3500,30
1939,0,2,3500,31
1940,1,3,3500,30
1941,0,2,3500,32
1942,1,3,3500,32
1943,1,3,3500,32
1944,1,3,3500,34
1945,1,3,3500,34
1946,0,2,3500,33
1947,0,2,3500,33
1948,1,3,3500,32
1949,1,3,3500,34
1950,0,2,3500,32
1951,1,3,3500,32
1952,0,2,3500,30
1953,0,2,3500,31
1954,1,3,3500,30
1955,0,2,3500,30
1956,0,2,3500,31
1957,1,3,3500,33
1958,1,3,3500,31
1959,1,3,3500,33
1960,0,2,3500,30
1961,0,2,3500,33
1962,1,3,3500,30
1963,1,3,3500,34
1964,0,2,3500,33
1965,0,2,3500,30
1966,0,2,3500,30
1967,1,3,3500,32
1968,0,2,3500,33
1969,0,2,3500,32
1970,1,3,3500,34
1971,0,1,3500,30
1972,1,3,3500,33
1973,0,2,3500,33
1974,1,3,3500,34
1975,1,3,3500,30
1976,0,2,3500,31
1977,0,2,3500,32
1978,0,2,3500,33
1979,1,3,3500,26
1980,1,3,3500,28
1981,1,3,3500,28
1982,1,3,3500,25
1983,0,2,3500,26
1984,0,2,3500,28
1985,1,3,3500,26
1986,1,3,3500,25
1987,1,3,3500,27
1988,0,2,3500,29
1989,1,3,3500,28
1990,0,2,3500,25
1991,1,3,3500,29
1992,1,3,3500,28
1993,1,3,3500,29
1994,1,3,3500,25
1995,1,3,3500,28
1996,1,3,3500,26
1997,1,3,3500,26
1998,1,3,3500,25
1999,0,2,3500,27
2000,1,3,3500,26
2001,1,3,3500,27
2002,1,3,3500,28
2003,1,3,3500,25
2004,1,3,3500,25
2005,0,1,3500,26
2006,1,3,3500,26
2007,1,3,3500,26
2008,1,3,3500,29
2009,0,2,3500,27
2010,0,2,3500,29
2011,1,3,3500,26
2012,0,2,3500,28
2013,0,2,3500,26
2014,1,3,3500,28
2015,1,3,3500,27
2016,0,2,3500,28
2017,1,3,3500,27
2018,0,2,3500,27
2019,1,3,3500,26
2020,1,3,3500,25
2021,1,3,3500,29
2022,1,3,3500,25
2023,1,3,3500,29
2024,0,2,3500,28
2025,0,2,3500,28
2026,0,1,3500,25
2027,1,3,3500,28
2028,1,3,3500,28
2029,1,3,3500,29
2030,0,1,3500,28
2031,1,3,3500,28
2032,1,3,3500,29
2033,1,3,3500,25
2034,1,3,3500,27
2035,1,3,3500,26
2036,1,3,3500,29
2037,1,3,3500,25
2038,1,3,3500,28
2039,0,2,3500,28
2040,1,3,3500,29
2041,0,2,3500,29
2042,0,2,3500,25
2043,0,2,3500,28
2044,1,3,3500,24
2045,1,3,3500,20
2046,1,3,3500,20
2047,1,3,3500,23
2048,0,2,3500,23
2049,0,2,3500,23
2050,0,1,3500,22
2051,0,2,3500,22
2052,0,2,3500,20
2053,1,3,3500,21
2054,1,3,3500,20
2055,1,3,3500,21
2056,1,3,3500,21
2057,1,3,3500,22
2058,1,3,3500,24
2059,1,3,3500,23
2060,0,2,3500,21
2061,0,2,3500,24
2062,1,3,3500,22
2063,1,3,3500,24
2064,0,2,3500,20
2065,0,2,3500,22
2066,1,3,3500,22
2067,1,3,3500,20
2068,1,3,3500,21
2069,1,3,3500,23
2070,1,3,3500,22
2071,1,3,3500,21
2072,1,3,3500,22
2073,1,3,3500,21
2074,1,3,3500,23
2075,0,2,3500,23
2076,1,3,3500,19
2077,1,3,3500,19
2078,0,1,3500,19
2079,0,2,3500,19
2080,0,2,3500,19
2081,1,3,3500,18
2082,1,3,3500,18
2083,1,3,3491,37
2084,1,3,3460,35
2085,1,3,3450,43
2086,0,2,3450,36
2087,1,3,3450,32
2088,1,3,3450,33
2089,1,3,3450,24
2090,1,3,3450,23
2091,0,1,3450,24
2092,0,2,3446,40
2093,1,3,3420,42
2094,1,3,3420,23
2095,0,2,3416,42
2096,0,2,3416,40
2097,1,3,3416,34
2098,1,3,3416,27
2099,1,3,3402,22
2100,1,3,3400,67
2101,0,2,3400,54
2102,1,3,3400,47
2103,1,3,3400,42
2104,1,3,3400,42
2105,0,2,3400,43
2106,1,3,3400,40
2107,1,3,3400,39
2108,0,2,3400,37
2109,0,2,3400,38
2110,1,3,3400,39
2111,0,2,3400,38
2112,1,3,3400,35
2113,1,3,3400,39
2114,0,2,3400,36
2115,1,3,3400,32
2116,1,3,3400,33
2117,1,3,3400,30
2118,1,3,3400,30
2119,1,3,3400,32
2120,0,2,3400,31
2121,1,3,3400,34
2122,1,3,3400,33
2123,1,3,3400,30
2124,0,2,3400,34
2125,0,1,3400,34
2126,1,3,3400,30
2127,1,3,3400,33
2128,0,2,3400,31
2129,1,3,3400,33
2130,0,2,3400,31
2131,1,3,3400,34
2132,0,2,3400,31
2133,0,2,3400,29
2134,1,3,3400,27
2135,0,2,3400,29
2136,1,3,3400,25
2137,0,2,3400,27
2138,0,1,3400,28
2139,1,3,3400,27
2140,1,3,3400,25
2141,1,3,3400,23
2142,1,3,3400,21
2143,0,2,3400,22
2144,1,3,3400,21
2145,1,3,3400,20
2146,0,2,3400,21
2147,0,2,3400,23
2148,1,3,3400,21
2149,1,3,3400,22
2150,1,3,3400,20
2151,1,3,3400,21
2152,1,3,3400,24
2153,1,3,3400,24
2154,0,2,3400,23
2155,1,3,3400,18
2156,0,2,3400,19
2157,1,3,3400,19
2158,0,2,3400,19
2159,1,3,3378,41
2160,1,3,3375,32
2161,0,2,3370,23
2162,1,3,3360,43
2163,1,3,3350,62
2164,1,3,3350,37
2165,1,3,3350,35
2166,1,3,3350,29
2167,1,3,3350,29
2168,1,3,3350,26
2169,1,3,3350,26
2170,0,2,3340,29
2171,1,3,3333,36
2172,0,2,3327,43
2173,1,3,3327,33
2174,1,3,3327,25
2175,1,3,3325,36
2176,1,3,3325,28
2177,1,3,3320,54
2178,0,2,3300,70
2179,1,3,3300,61
2180,0,2,3300,62
2181,0,2,3300,62
2182,1,3,3300,59
2183,1,3,3300,57
2184,1,3,3300,58
2185,1,3,3300,58
2186,1,3,3300,54
2187,1,3,3300,47
2188,1,3,3300,45
2189,0,2,3300,45
2190,1,3,3300,46
2191,1,3,3300,49
2192,1,3,3300,40
2193,0,2,3300,43
2194,1,3,3300,42
2195,0,2,3300,42
2196,1,3,3300,44
2197,1,3,3300,42
2198,1,3,3300,42
2199,1,3,3300,38
2200,1,3,3300,37
2201,1,3,3300,38
2202,0,2,3300,35
2203,1,3,3300,39
2204,0,2,3300,35
2205,1,3,3300,30
2206,1,3,3300,34
2207,1,3,3300,32
2208,1,3,3300,31
2209,1,3,3300,31
2210,1,3,3300,30
2211,1,3,3300,34
2212,0,2,3300,33
2213,0,2,3300,32
2214,1,3,3300,32
2215,1,3,3300,32
2216,1,3,3300,33
2217,1,3,3300,25
2218,1,3,3300,26
2219,1,3,3300,29
2220,1,3,3300,29
2221,1,3,3300,28
2222,1,3,3300,28
2223,0,2,3300,29
2224,1,3,3300,25
2225,1,3,3300,25
2226,0,2,3300,29
2227,1,3,3300,26
2228,0,2,3300,26
2229,1,3,3300,27
2230,1,3,3300,24
2231,1,3,3300,21
2232,1,3,3300,23
2233,1,3,3300,20
2234,1,3,3300,24
2235,1,3,3300,23
2236,1,3,3300,20
2237,0,2,3300,19
2238,1,3,3300,19
2239,1,3,3300,19
2240,1,3,3299,31
2241,0,2,3277,27
2242,1,3,3275,36
2243,1,3,3275,21
2244,1,3,3263,37
2245,1,3,3262,20
2246,0,1,3260,51
2247,0,2,3257,33
2248,1,3,3255,38
2249,1,3,3250,57
2250,1,3,3250,52
2251,1,3,3250,51
2252,0,2,3250,48
2253,1,3,3250,43
2254,1,3,3250,35
2255,0,2,3250,34
2256,1,3,3250,30
2257,0,2,3250,31
2258,0,2,3250,30
2259,0,1,3250,25
2260,1,3,3250,26
2261,0,2,3250,27
2262,1,3,3250,29
2263,1,3,3250,21
2264,1,3,3250,21
2265,1,3,3250,24
2266,1,3,3250,24
2267,1,3,3250,22
2268,1,3,3250,20
2269,0,2,3250,23
2270,1,3,3250,21
2271,1,3,3250,19
2272,1,3,3245,27
2273,0,1,3240,23
2274,1,3,3237,36
2275,1,3,3234,28
2276,1,3,3234,23
2277,1,3,3210,40
2278,1,3,3210,28
2279,0,2,3210,18
2280,1,3,3209,43
2281,1,3,3200,70
2282,1,3,3200,70
2283,1,3,3200,66
2284,1,3,3200,61
2285,0,2,3200,64
2286,1,3,3200,59
2287,1,3,3200,55
2288,1,3,3200,58
2289,0,2,3200,56
2290,1,3,3200,52
2291,1,3,3200,50
2292,1,3,3200,50
2293,0,2,3200,54
2294,1,3,3200,53
2295,1,3,3200,53
2296,1,3,3200,52
2297,1,3,3200,52
2298,1,3,3200,53
2299,0,2,3200,54
2300,0,2,3200,53
2301,1,3,3200,47
2302,1,3,3200,45
2303,0,2,3200,48
2304,0,2,3200,45
2305,1,3,3200,48
2306,1,3,3200,49
2307,0,2,3200,46
2308,1,3,3200,45
2309,0,2,3200,45
2310,0,2,3200,49
2311,1,3,3200,43
2312,1,3,3200,42
2313,1,3,3200,42
2314,1,3,3200,40
2315,1,3,3200,43
2316,1,3,3200,40
2317,1,3,3200,43
2318,0,2,3200,41
2319,0,2,3200,43
2320,1,3,3200,41
2321,1,3,3200,42
2322,1,3,3200,40
2323,1,3,3200,41
2324,0,2,3200,41
2325,1,3,3200,43
2326,1,3,3200,41
2327,1,3,3200,41
2328,0,2,3200,44
2329,1,3,3200,44
2330,0,1,3200,40
2331,1,3,3200,43
2332,1,3,3200,43
2333,1,3,3200,41
2334,1,3,3200,35
2335,0,2,3200,36
2336,1,3,3200,39
2337,1,3,3200,36
2338,1,3,3200,39
2339,1,3,3200,37
2340,0,2,3200,39
2341,1,3,3200,36
2342,1,3,3200,36
2343,0,2,3200,36
2344,0,2,3200,39
2345,0,2,3200,39
2346,1,3,3200,38
2347,1,3,3200,39
2348,1,3,3200,36
2349,0,2,3200,35
2350,1,3,3200,39
2351,0,2,3200,38
2352,1,3,3200,37
2353,1,3,3200,39
2354,1,3,3200,37
2355,1,3,3200,35
2356,0,2,3200,35
2357,1,3,3200,35
2358,1,3,3200,36
2359,0,2,3200,36
2360,1,3,3200,39
2361,0,2,3200,36
2362,0,2,3200,35
2363,1,3,3200,35
2364,0,1,3200,37
2365,1,3,3200,39
2366,0,2,3200,39
2367,1,3,3200,32
2368,1,3,3200,31
2369,1,3,3200,30
2370,1,3,3200,32
2371,0,2,3200,30
2372,1,3,3200,33
2373,1,3,3200,33
2374,1,3,3200,32
2375,1,3,3200,32
2376,1,3,3200,30
2377,1,3,3200,34
2378,1,3,3200,30
2379,0,2,3200,31
2380,1,3,3200,32
2381,1,3,3200,31
2382,0,2,3200,31
2383,1,3,3200,33
2384,1,3,3200,30
2385,1,3,3200,34
2386,0,2,3200,30
2387,1,3,3200,32
2388,1,3,3200,32
2389,1,3,3200,30
2390,0,2,3200,33
2391,1,3,3200,30
2392,1,3,3200,31
2393,1,3,3200,31
2394,1,3,3200,33
2395,0,2,3200,30
2396,1,3,3200,34
2397,0,1,3200,30
2398,0,2,3200,31
2399,1,3,3200,30
2400,1,3,3200,27
2401,1,3,3200,27
2402,0,2,3200,27
2403,0,2,3200,29
2404,1,3,3200,27
2405,0,2,3200,29
2406,0,2,3200,26
2407,1,3,3200,28
2408,1,3,3200,27
2409,1,3,3200,25
