index,pobreza_binaria,pobreza,ingresos,edad
2636,Pobreza,Pobreza no extrema,3000,60
2637,Pobreza,Pobreza no extrema,3000,60
2638,No pobreza,No pobreza,3000,63
2639,No pobreza,No pobreza,3000,60
2640,Pobreza,Pobreza no extrema,3000,64
2641,Pobreza,Pobreza no extrema,3000,62
2642,Pobreza,Pobreza no extrema,3000,60
2643,No pobreza,No pobreza,3000,63
2644,Pobreza,Pobreza no extrema,3000,60
2645,No pobreza,No pobreza,3000,63
2646,No pobreza,No pobreza,3000,55
2647,No pobreza,No pobreza,3000,58
2648,No pobreza,No pobreza,3000,56
2649,No pobreza,No pobreza,3000,59
2650,No pobreza,No pobreza,3000,56
2651,Pobreza,Pobreza no extrema,3000,56
2652,No pobreza,No pobreza,3000,55
2653,Pobreza,Pobreza no extrema,3000,55
2654,No pobreza,No pobreza,3000,57
2655,No pobreza,No pobreza,3000,56
2656,No pobreza,No pobreza,3000,55
2657,No pobreza,No pobreza,3000,57
2658,No pobreza,No pobreza,3000,57
2659,No pobreza,No pobreza,3000,55
2660,No pobreza,No pobreza,3000,58
2661,No pobreza,No pobreza,3000,58
2662,No pobreza,No pobreza,3000,58
2663,No pobreza,No pobreza,3000,58
2664,No pobreza,No pobreza,3000,57
2665,Pobreza,Pobreza no extrema,3000,57
2666,No pobreza,No pobreza,3000,55
2667,No pobreza,No pobreza,3000,55
2668,No pobreza,No pobreza,3000,56
2669,No pobreza,No pobreza,3000,59
2670,Pobreza,Pobreza no extrema,3000,59
2671,No pobreza,No pobreza,3000,56
2672,No pobreza,No pobreza,3000,59
2673,No pobreza,No pobreza,3000,55
2674,No pobreza,No pobreza,3000,57
2675,No pobreza,No pobreza,3000,55
2676,Pobreza,Pobreza no extrema,3000,59
2677,No pobreza,No pobreza,3000,57
2678,No pobreza,No pobreza,3000,59
2679,No pobreza,No pobreza,3000,58
2680,No pobreza,No pobreza,3000,57
2681,No pobreza,No pobreza,3000,58
2682,No pobreza,No pobreza,3000,56
2683,No pobreza,No pobreza,3000,55
2684,No pobreza,No pobreza,3000,57
2685,No pobreza,No pobreza,3000,55
2686,No pobreza,No pobreza,3000,57
2687,No pobreza,No pobreza,3000,58
2688,No pobreza,No pobreza,3000,51
2689,No pobreza,No pobreza,3000,53
2690,No pobreza,No pobreza,3000,51
2691,No pobreza,No pobreza,3000,51
2692,Pobreza,Pobreza no extrema,3000,53
2693,Pobreza,Pobreza extrema,3000,50
2694,Pobreza,Pobreza no extrema,3000,51
2695,No pobreza,No pobreza,3000,51
2696,Pobreza,Pobreza no extrema,3000,52
2697,Pobreza,Pobreza no extrema,3000,51
2698,No pobreza,No pobreza,3000,50
2699,No pobreza,No pobreza,3000,52
2700,No pobreza,No pobreza,3000,53
2701,No pobreza,No pobreza,3000,54
2702,No pobreza,No pobreza,3000,51
2703,No pobreza,No pobreza,3000,50
2704,No pobreza,No pobreza,3000,52
2705,No pobreza,No pobreza,3000,53
2706,No pobreza,No pobreza,3000,51
2707,No pobreza,No pobreza,3000,52
2708,Pobreza,Pobreza no extrema,3000,50
2709,Pobreza,Pobreza no extrema,3000,52
2710,Pobreza,Pobreza no extrema,3000,51
2711,Pobreza,Pobreza no extrema,3000,54
2712,Pobreza,Pobreza no extrema,3000,53
2713,No pobreza,No pobreza,3000,54
2714,Pobreza,Pobreza no extrema,3000,54
2715,Pobreza,Pobreza no extrema,3000,50
2716,Pobreza,Pobreza no extrema,3000,51
2717,No pobreza,No pobreza,3000,50
2718,No pobreza,No pobreza,3000,50
2719,Pobreza,Pobreza no extrema,3000,52
2720,No pobreza,No pobreza,3000,51
2721,No pobreza,No pobreza,3000,52
2722,Pobreza,Pobreza no extrema,3000,54
2723,No pobreza,No pobreza,3000,50
2724,No pobreza,No pobreza,3000,51
2725,Pobreza,Pobreza no extrema,3000,53
2726,Pobreza,Pobreza no extrema,3000,52
2727,No pobreza,No pobreza,3000,52
2728,No pobreza,No pobreza,3000,50
2729,Pobreza,Pobreza no extrema,3000,51
2730,Pobreza,Pobreza no extrema,3000,51
2731,Pobreza,Pobreza no extrema,3000,52
2732,Pobreza,Pobreza no extrema,3000,53
2733,No pobreza,No pobreza,3000,52
2734,No pobreza,No pobreza,3000,50
2735,Pobreza,Pobreza no extrema,3000,54
2736,Pobreza,Pobreza no extrema,3000,50
2737,Pobreza,Pobreza no extrema,3000,53
2738,No pobreza,No pobreza,3000,51
2739,Pobreza,Pobreza no extrema,3000,50
2740,No pobreza,No pobreza,3000,51
2741,Pobreza,Pobreza no extrema,3000,50
2742,No pobreza,No pobreza,3000,47
2743,No pobreza,No pobreza,3000,47
2744,No pobreza,No pobreza,3000,45
2745,No pobreza,No pobreza,3000,49
2746,No pobreza,No pobreza,3000,48
2747,No pobreza,No pobreza,3000,49
2748,No pobreza,No pobreza,3000,49
2749,Pobreza,Pobreza no extrema,3000,48
2750,No pobreza,No pobreza,3000,45
2751,No pobreza,No pobreza,3000,49
2752,Pobreza,Pobreza no extrema,3000,45
2753,No pobreza,No pobreza,3000,49
2754,No pobreza,No pobreza,3000,47
2755,Pobreza,Pobreza no extrema,3000,47
2756,No pobreza,No pobreza,3000,45
2757,Pobreza,Pobreza extrema,3000,47
2758,No pobreza,No pobreza,3000,45
2759,No pobreza,No pobreza,3000,47
2760,Pobreza,Pobreza no extrema,3000,45
2761,No pobreza,No pobreza,3000,46
2762,No pobreza,No pobreza,3000,45
2763,No pobreza,No pobreza,3000,49
2764,No pobreza,No pobreza,3000,46
2765,No pobreza,No pobreza,3000,46
2766,No pobreza,No pobreza,3000,49
2767,No pobreza,No pobreza,3000,45
2768,No pobreza,No pobreza,3000,48
2769,No pobreza,No pobreza,3000,47
2770,No pobreza,No pobreza,3000,45
2771,No pobreza,No pobreza,3000,47
2772,No pobreza,No pobreza,3000,49
2773,Pobreza,Pobreza no extrema,3000,46
2774,Pobreza,Pobreza no extrema,3000,47
2775,No pobreza,No pobreza,3000,48
2776,No pobreza,No pobreza,3000,47
2777,No pobreza,No pobreza,3000,47
2778,No pobreza,No pobreza,3000,46
2779,No pobreza,No pobreza,3000,45
2780,No pobreza,No pobreza,3000,45
2781,Pobreza,Pobreza no extrema,3000,47
2782,No pobreza,No pobreza,3000,47
2783,Pobreza,Pobreza no extrema,3000,47
2784,No pobreza,No pobreza,3000,45
2785,No pobreza,No pobreza,3000,45
2786,No pobreza,No pobreza,3000,49
2787,Pobreza,Pobreza no extrema,3000,48
2788,No pobreza,No pobreza,3000,47
2789,No pobreza,No pobreza,3000,45
2790,Pobreza,Pobreza no extrema,3000,48
2791,No pobreza,No pobreza,3000,49
2792,No pobreza,No pobreza,3000,47
2793,No pobreza,No pobreza,3000,48
2794,No pobreza,No pobreza,3000,49
2795,No pobreza,No pobreza,3000,47
2796,Pobreza,Pobreza no extrema,3000,47
2797,No pobreza,No pobreza,3000,48
2798,No pobreza,No pobreza,3000,47
2799,Pobreza,Pobreza no extrema,3000,47
2800,No pobreza,No pobreza,3000,45
2801,No pobreza,No pobreza,3000,47
2802,No pobreza,No pobreza,3000,46
2803,No pobreza,No pobreza,3000,47
2804,No pobreza,No pobreza,3000,49
2805,Pobreza,Pobreza no extrema,3000,46
2806,Pobreza,Pobreza no extrema,3000,47
2807,No pobreza,No pobreza,3000,46
2808,No pobreza,No pobreza,3000,46
2809,No pobreza,No pobreza,3000,40
2810,No pobreza,No pobreza,3000,42
2811,No pobreza,No pobreza,3000,40
2812,No pobreza,No pobreza,3000,42
2813,Pobreza,Pobreza no extrema,3000,42
2814,No pobreza,No pobreza,3000,43
2815,Pobreza,Pobreza no extrema,3000,43
2816,No pobreza,No pobreza,3000,43
2817,No pobreza,No pobreza,3000,44
2818,No pobreza,No pobreza,3000,44
2819,Pobreza,Pobreza no extrema,3000,40
2820,No pobreza,No pobreza,3000,44
2821,No pobreza,No pobreza,3000,41
2822,Pobreza,Pobreza no extrema,3000,40
2823,Pobreza,Pobreza no extrema,3000,40
2824,Pobreza,Pobreza no extrema,3000,44
2825,No pobreza,No pobreza,3000,42
2826,No pobreza,No pobreza,3000,44
2827,Pobreza,Pobreza no extrema,3000,40
2828,Pobreza,Pobreza no extrema,3000,40
2829,No pobreza,No pobreza,3000,43
2830,No pobreza,No pobreza,3000,43
2831,No pobreza,No pobreza,3000,42
2832,No pobreza,No pobreza,3000,41
2833,No pobreza,No pobreza,3000,42
2834,No pobreza,No pobreza,3000,42
2835,Pobreza,Pobreza no extrema,3000,40
2836,No pobreza,No pobreza,3000,42
2837,No pobreza,No pobreza,3000,44
2838,Pobreza,Pobreza no extrema,3000,44
2839,No pobreza,No pobreza,3000,44
2840,No pobreza,No pobreza,3000,40
2841,Pobreza,Pobreza no extrema,3000,40
2842,No pobreza,No pobreza,3000,43
2843,No pobreza,No pobreza,3000,42
2844,Pobreza,Pobreza no extrema,3000,42
2845,No pobreza,No pobreza,3000,43
2846,Pobreza,Pobreza no extrema,3000,40
2847,No pobreza,No pobreza,3000,42
2848,No pobreza,No pobreza,3000,40
2849,No pobreza,No pobreza,3000,43
2850,Pobreza,Pobreza extrema,3000,41
2851,Pobreza,Pobreza no extrema,3000,40
2852,Pobreza,Pobreza no extrema,3000,43
2853,No pobreza,No pobreza,3000,41
2854,Pobreza,Pobreza no extrema,3000,41
2855,No pobreza,No pobreza,3000,41
2856,No pobreza,No pobreza,3000,42
2857,Pobreza,Pobreza no extrema,3000,40
2858,Pobreza,Pobreza no extrema,3000,41
2859,No pobreza,No pobreza,3000,40
2860,Pobreza,Pobreza no extrema,3000,40
2861,No pobreza,No pobreza,3000,44
2862,No pobreza,No pobreza,3000,42
2863,No pobreza,No pobreza,3000,40
2864,Pobreza,Pobreza no extrema,3000,40
2865,No pobreza,No pobreza,3000,42
2866,No pobreza,No pobreza,3000,43
2867,No pobreza,No pobreza,3000,42
2868,No pobreza,No pobreza,3000,41
2869,No pobreza,No pobreza,3000,43
2870,No pobreza,No pobreza,3000,42
2871,No pobreza,No pobreza,3000,41
2872,No pobreza,No pobreza,3000,43
2873,No pobreza,No pobreza,3000,42
2874,No pobreza,No pobreza,3000,43
2875,No pobreza,No pobreza,3000,40
2876,No pobreza,No pobreza,3000,42
2877,No pobreza,No pobreza,3000,40
2878,Pobreza,Pobreza no extrema,3000,42
2879,No pobreza,No pobreza,3000,40
2880,No pobreza,No pobreza,3000,41
2881,No pobreza,No pobreza,3000,41
2882,No pobreza,No pobreza,3000,43
2883,No pobreza,No pobreza,3000,40
2884,No pobreza,No pobreza,3000,40
2885,Pobreza,Pobreza no extrema,3000,40
2886,No pobreza,No pobreza,3000,42
2887,No pobreza,No pobreza,3000,44
2888,Pobreza,Pobreza no extrema,3000,42
2889,No pobreza,No pobreza,3000,40
2890,No pobreza,No pobreza,3000,40
2891,Pobreza,Pobreza no extrema,3000,43
2892,No pobreza,No pobreza,3000,41
2893,No pobreza,No pobreza,3000,43
2894,Pobreza,Pobreza no extrema,3000,41
2895,No pobreza,No pobreza,3000,42
2896,Pobreza,Pobreza no extrema,3000,42
2897,Pobreza,Pobreza extrema,3000,40
2898,No pobreza,No pobreza,3000,40
2899,No pobreza,No pobreza,3000,41
2900,No pobreza,No pobreza,3000,43
2901,No pobreza,No pobreza,3000,42
2902,No pobreza,No pobreza,3000,43
2903,No pobreza,No pobreza,3000,41
2904,No pobreza,No pobreza,3000,41
2905,No pobreza,No pobreza,3000,38
2906,No pobreza,No pobreza,3000,37
2907,Pobreza,Pobreza no extrema,3000,36
2908,No pobreza,No pobreza,3000,36
2909,No pobreza,No pobreza,3000,38
2910,No pobreza,No pobreza,3000,35
2911,No pobreza,No pobreza,3000,38
2912,No pobreza,No pobreza,3000,38
2913,No pobreza,No pobreza,3000,35
2914,Pobreza,Pobreza no extrema,3000,38
2915,Pobreza,Pobreza no extrema,3000,39
2916,Pobreza,Pobreza no extrema,3000,36
2917,No pobreza,No pobreza,3000,37
2918,No pobreza,No pobreza,3000,36
2919,No pobreza,No pobreza,3000,36
2920,No pobreza,No pobreza,3000,35
2921,No pobreza,No pobreza,3000,35
2922,Pobreza,Pobreza no extrema,3000,37
2923,No pobreza,No pobreza,3000,39
2924,Pobreza,Pobreza no extrema,3000,39
2925,Pobreza,Pobreza no extrema,3000,38
2926,No pobreza,No pobreza,3000,37
2927,No pobreza,No pobreza,3000,36
2928,Pobreza,Pobreza no extrema,3000,36
2929,No pobreza,No pobreza,3000,35
2930,No pobreza,No pobreza,3000,36
2931,No pobreza,No pobreza,3000,39
2932,No pobreza,No pobreza,3000,37
2933,No pobreza,No pobreza,3000,36
2934,No pobreza,No pobreza,3000,39
2935,Pobreza,Pobreza no extrema,3000,36
2936,Pobreza,Pobreza no extrema,3000,35
2937,No pobreza,No pobreza,3000,35
2938,Pobreza,Pobreza no extrema,3000,38
2939,Pobreza,Pobreza no extrema,3000,36
2940,Pobreza,Pobreza no extrema,3000,38
2941,Pobreza,Pobreza no extrema,3000,36
2942,No pobreza,No pobreza,3000,36
2943,Pobreza,Pobreza no extrema,3000,37
2944,No pobreza,No pobreza,3000,36
2945,No pobreza,No pobreza,3000,35
2946,No pobreza,No pobreza,3000,36
2947,No pobreza,No pobreza,3000,35
2948,No pobreza,No pobreza,3000,36
2949,No pobreza,No pobreza,3000,36
2950,No pobreza,No pobreza,3000,35
2951,No pobreza,No pobreza,3000,39
2952,Pobreza,Pobreza no extrema,3000,37
2953,No pobreza,No pobreza,3000,36
2954,No pobreza,No pobreza,3000,37
2955,Pobreza,Pobreza no extrema,3000,38
2956,No pobreza,No pobreza,3000,35
2957,Pobreza,Pobreza no extrema,3000,39
2958,No pobreza,No pobreza,3000,39
2959,No pobreza,No pobreza,3000,39
2960,No pobreza,No pobreza,3000,39
2961,Pobreza,Pobreza no extrema,3000,37
2962,Pobreza,Pobreza no extrema,3000,35
2963,Pobreza,Pobreza no extrema,3000,37
2964,Pobreza,Pobreza extrema,3000,35
2965,Pobreza,Pobreza no extrema,3000,37
2966,Pobreza,Pobreza no extrema,3000,37
2967,No pobreza,No pobreza,3000,35
2968,Pobreza,Pobreza extrema,3000,37
2969,Pobreza,Pobreza extrema,3000,35
2970,No pobreza,No pobreza,3000,37
2971,No pobreza,No pobreza,3000,35
2972,No pobreza,No pobreza,3000,35
2973,No pobreza,No pobreza,3000,39
2974,No pobreza,No pobreza,3000,39
2975,No pobreza,No pobreza,3000,35
2976,No pobreza,No pobreza,3000,38
2977,No pobreza,No pobreza,3000,38
2978,No pobreza,No pobreza,3000,38
2979,Pobreza,Pobreza no extrema,3000,35
2980,Pobreza,Pobreza no extrema,3000,35
2981,Pobreza,Pobreza no extrema,3000,39
2982,Pobreza,Pobreza no extrema,3000,37
2983,No pobreza,No pobreza,3000,36
2984,No pobreza,No pobreza,3000,38
2985,No pobreza,No pobreza,3000,39
2986,No pobreza,No pobreza,3000,36
2987,Pobreza,Pobreza no extrema,3000,35
2988,Pobreza,Pobreza no extrema,3000,37
2989,Pobreza,Pobreza no extrema,3000,37
2990,Pobreza,Pobreza no extrema,3000,35
2991,Pobreza,Pobreza no extrema,3000,36
2992,No pobreza,No pobreza,3000,37
2993,Pobreza,Pobreza no extrema,3000,36
2994,No pobreza,No pobreza,3000,38
2995,No pobreza,No pobreza,3000,36
2996,Pobreza,Pobreza no extrema,3000,35
2997,No pobreza,No pobreza,3000,34
2998,No pobreza,No pobreza,3000,30
2999,No pobreza,No pobreza,3000,33
3000,Pobreza,Pobreza no extrema,3000,30
3001,No pobreza,No pobreza,3000,33
3002,No pobreza,No pobreza,3000,30
3003,Pobreza,Pobreza no extrema,3000,30
3004,No pobreza,No pobreza,3000,33
3005,No pobreza,No pobreza,3000,30
3006,Pobreza,Pobreza extrema,3000,32
3007,Pobreza,Pobreza no extrema,3000,33
3008,No pobreza,No pobreza,3000,34
3009,No pobreza,No pobreza,3000,31
3010,No pobreza,No pobreza,3000,31
3011,No pobreza,No pobreza,3000,33
3012,No pobreza,No pobreza,3000,33
3013,No pobreza,No pobreza,3000,31
3014,No pobreza,No pobreza,3000,32
3015,No pobreza,No pobreza,3000,30
3016,Pobreza,Pobreza no extrema,3000,33
3017,No pobreza,No pobreza,3000,31
3018,No pobreza,No pobreza,3000,34
3019,Pobreza,Pobreza extrema,3000,34
3020,No pobreza,No pobreza,3000,30
3021,No pobreza,No pobreza,3000,34
3022,Pobreza,Pobreza no extrema,3000,30
3023,No pobreza,No pobreza,3000,31
3024,Pobreza,Pobreza extrema,3000,30
3025,Pobreza,Pobreza no extrema,3000,32
3026,Pobreza,Pobreza no extrema,3000,31
3027,Pobreza,Pobreza no extrema,3000,30
3028,No pobreza,No pobreza,3000,31
3029,Pobreza,Pobreza no extrema,3000,34
3030,No pobreza,No pobreza,3000,32
3031,No pobreza,No pobreza,3000,30
3032,Pobreza,Pobreza no extrema,3000,34
3033,Pobreza,Pobreza extrema,3000,32
3034,No pobreza,No pobreza,3000,31
3035,No pobreza,No pobreza,3000,34
3036,No pobreza,No pobreza,3000,31
3037,No pobreza,No pobreza,3000,30
3038,Pobreza,Pobreza no extrema,3000,32
3039,Pobreza,Pobreza no extrema,3000,30
3040,No pobreza,No pobreza,3000,33
3041,No pobreza,No pobreza,3000,34
3042,No pobreza,No pobreza,3000,33
3043,No pobreza,No pobreza,3000,33
3044,No pobreza,No pobreza,3000,30
3045,Pobreza,Pobreza no extrema,3000,30
3046,No pobreza,No pobreza,3000,31
3047,No pobreza,No pobreza,3000,30
3048,Pobreza,Pobreza no extrema,3000,34
3049,Pobreza,Pobreza no extrema,3000,30
3050,No pobreza,No pobreza,3000,32
3051,Pobreza,Pobreza no extrema,3000,31
3052,Pobreza,Pobreza no extrema,3000,34
3053,No pobreza,No pobreza,3000,33
3054,Pobreza,Pobreza no extrema,3000,30
3055,Pobreza,Pobreza no extrema,3000,33
3056,No pobreza,No pobreza,3000,30
3057,No pobreza,No pobreza,3000,32
3058,No pobreza,No pobreza,3000,30
3059,Pobreza,Pobreza no extrema,3000,30
3060,Pobreza,Pobreza no extrema,3000,33
3061,Pobreza,Pobreza no extrema,3000,30
3062,Pobreza,Pobreza extrema,3000,31
3063,Pobreza,Pobreza no extrema,3000,32
3064,No pobreza,No pobreza,3000,31
3065,No pobreza,No pobreza,3000,33
3066,Pobreza,Pobreza no extrema,3000,32
3067,Pobreza,Pobreza no extrema,3000,33
3068,No pobreza,No pobreza,3000,34
3069,No pobreza,No pobreza,3000,33
3070,No pobreza,No pobreza,3000,31
3071,Pobreza,Pobreza no extrema,3000,34
3072,Pobreza,Pobreza no extrema,3000,31
3073,Pobreza,Pobreza no extrema,3000,33
3074,Pobreza,Pobreza no extrema,3000,33
3075,No pobreza,No pobreza,3000,31
3076,No pobreza,No pobreza,3000,31
3077,No pobreza,No pobreza,3000,34
3078,No pobreza,No pobreza,3000,31
3079,Pobreza,Pobreza no extrema,3000,34
3080,No pobreza,No pobreza,3000,31
3081,Pobreza,Pobreza no extrema,3000,33
3082,Pobreza,Pobreza no extrema,3000,32
3083,Pobreza,Pobreza no extrema,3000,32
3084,Pobreza,Pobreza no extrema,3000,30
3085,Pobreza,Pobreza no extrema,3000,32
3086,Pobreza,Pobreza no extrema,3000,34
3087,No pobreza,No pobreza,3000,33
3088,Pobreza,Pobreza no extrema,3000,30
3089,Pobreza,Pobreza no extrema,3000,33
3090,No pobreza,No pobreza,3000,32
3091,No pobreza,No pobreza,3000,34
3092,No pobreza,No pobreza,3000,30
3093,Pobreza,Pobreza no extrema,3000,34
3094,No pobreza,No pobreza,3000,32
3095,Pobreza,Pobreza extrema,3000,30
3096,Pobreza,Pobreza no extrema,3000,30
3097,Pobreza,Pobreza no extrema,3000,32
3098,Pobreza,Pobreza extrema,3000,34
3099,Pobreza,Pobreza extrema,3000,32
3100,No pobreza,No pobreza,3000,32
3101,No pobreza,No pobreza,3000,30
3102,No pobreza,No pobreza,3000,32
3103,Pobreza,Pobreza extrema,3000,31
3104,No pobreza,No pobreza,3000,30
3105,Pobreza,Pobreza extrema,3000,33
3106,No pobreza,No pobreza,3000,32
3107,No pobreza,No pobreza,3000,30
3108,No pobreza,No pobreza,3000,32
3109,No pobreza,No pobreza,3000,34
3110,No pobreza,No pobreza,3000,33
3111,Pobreza,Pobreza extrema,3000,32
3112,No pobreza,No pobreza,3000,31
3113,No pobreza,No pobreza,3000,32
3114,No pobreza,No pobreza,3000,32
3115,No pobreza,No pobreza,3000,32
3116,Pobreza,Pobreza no extrema,3000,33
3117,Pobreza,Pobreza no extrema,3000,34
3118,Pobreza,Pobreza no extrema,3000,31
3119,Pobreza,Pobreza no extrema,3000,31
3120,Pobreza,Pobreza no extrema,3000,30
3121,Pobreza,Pobreza no extrema,3000,34
3122,Pobreza,Pobreza no extrema,3000,30
3123,Pobreza,Pobreza no extrema,3000,33
3124,No pobreza,No pobreza,3000,32
3125,No pobreza,No pobreza,3000,32
3126,Pobreza,Pobreza no extrema,3000,32
3127,Pobreza,Pobreza no extrema,3000,31
3128,No pobreza,No pobreza,3000,32
3129,Pobreza,Pobreza no extrema,3000,30
3130,No pobreza,No pobreza,3000,34
3131,Pobreza,Pobreza no extrema,3000,33
3132,No pobreza,No pobreza,3000,30
3133,No pobreza,No pobreza,3000,34
3134,No pobreza,No pobreza,3000,31
3135,No pobreza,No pobreza,3000,33
3136,No pobreza,No pobreza,3000,31
3137,Pobreza,Pobreza no extrema,3000,34
3138,No pobreza,No pobreza,3000,34
3139,No pobreza,No pobreza,3000,31
3140,No pobreza,No pobreza,3000,33
3141,Pobreza,Pobreza no extrema,3000,34
3142,No pobreza,No pobreza,3000,32
3143,No pobreza,No pobreza,3000,31
3144,No pobreza,No pobreza,3000,33
3145,No pobreza,No pobreza,3000,25
3146,No pobreza,No pobreza,3000,27
3147,No pobreza,No pobreza,3000,29
3148,Pobreza,Pobreza extrema,3000,26
3149,No pobreza,No pobreza,3000,25
3150,No pobreza,No pobreza,3000,25
3151,No pobreza,No pobreza,3000,25
3152,No pobreza,No pobreza,3000,28
3153,No pobreza,No pobreza,3000,26
3154,No pobreza,No pobreza,3000,28
3155,Pobreza,Pobreza no extrema,3000,27
3156,No pobreza,No pobreza,3000,29
3157,Pobreza,Pobreza no extrema,3000,27
3158,No pobreza,No pobreza,3000,28
3159,No pobreza,No pobreza,3000,28
3160,Pobreza,Pobreza no extrema,3000,26
3161,No pobreza,No pobreza,3000,28
3162,Pobreza,Pobreza extrema,3000,27
3163,Pobreza,Pobreza no extrema,3000,26
3164,Pobreza,Pobreza no extrema,3000,27
3165,No pobreza,No pobreza,3000,25
3166,Pobreza,Pobreza no extrema,3000,26
3167,Pobreza,Pobreza no extrema,3000,26
3168,No pobreza,No pobreza,3000,25
3169,No pobreza,No pobreza,3000,28
3170,No pobreza,No pobreza,3000,28
3171,Pobreza,Pobreza no extrema,3000,27
3172,No pobreza,No pobreza,3000,27
3173,No pobreza,No pobreza,3000,28
3174,No pobreza,No pobreza,3000,28
3175,No pobreza,No pobreza,3000,29
3176,No pobreza,No pobreza,3000,26
3177,No pobreza,No pobreza,3000,29
3178,No pobreza,No pobreza,3000,25
3179,No pobreza,No pobreza,3000,26
3180,No pobreza,No pobreza,3000,29
3181,No pobreza,No pobreza,3000,26
3182,No pobreza,No pobreza,3000,28
3183,No pobreza,No pobreza,3000,27
3184,No pobreza,No pobreza,3000,26
3185,No pobreza,No pobreza,3000,25
3186,No pobreza,No pobreza,3000,28
3187,No pobreza,No pobreza,3000,27
3188,No pobreza,No pobreza,3000,25
3189,Pobreza,Pobreza no extrema,3000,29
3190,No pobreza,No pobreza,3000,27
3191,Pobreza,Pobreza no extrema,3000,25
3192,Pobreza,Pobreza no extrema,3000,25
3193,Pobreza,Pobreza no extrema,3000,26
3194,No pobreza,No pobreza,3000,25
3195,Pobreza,Pobreza no extrema,3000,29
3196,No pobreza,No pobreza,3000,27
3197,No pobreza,No pobreza,3000,28
3198,Pobreza,Pobreza no extrema,3000,26
3199,Pobreza,Pobreza no extrema,3000,27
3200,Pobreza,Pobreza no extrema,3000,27
3201,Pobreza,Pobreza no extrema,3000,29
3202,Pobreza,Pobreza no extrema,3000,26
3203,Pobreza,Pobreza no extrema,3000,29
3204,Pobreza,Pobreza no extrema,3000,27
3205,Pobreza,Pobreza no extrema,3000,29
3206,Pobreza,Pobreza extrema,3000,27
3207,Pobreza,Pobreza extrema,3000,27
3208,Pobreza,Pobreza no extrema,3000,26
3209,No pobreza,No pobreza,3000,27
3210,No pobreza,No pobreza,3000,28
3211,No pobreza,No pobreza,3000,27
3212,Pobreza,Pobreza no extrema,3000,25
3213,Pobreza,Pobreza no extrema,3000,27
3214,No pobreza,No pobreza,3000,29
3215,Pobreza,Pobreza no extrema,3000,27
3216,No pobreza,No pobreza,3000,25
3217,No pobreza,No pobreza,3000,27
3218,No pobreza,No pobreza,3000,26
3219,No pobreza,No pobreza,3000,25
3220,Pobreza,Pobreza extrema,3000,27
3221,Pobreza,Pobreza no extrema,3000,27
3222,No pobreza,No pobreza,3000,28
3223,Pobreza,Pobreza no extrema,3000,27
3224,Pobreza,Pobreza no extrema,3000,25
3225,No pobreza,No pobreza,3000,28
3226,No pobreza,No pobreza,3000,27
3227,No pobreza,No pobreza,3000,26
3228,No pobreza,No pobreza,3000,28
3229,Pobreza,Pobreza no extrema,3000,27
3230,No pobreza,No pobreza,3000,29
3231,Pobreza,Pobreza extrema,3000,25
3232,No pobreza,No pobreza,3000,28
3233,Pobreza,Pobreza no extrema,3000,28
3234,No pobreza,No pobreza,3000,29
3235,No pobreza,No pobreza,3000,25
3236,No pobreza,No pobreza,3000,25
3237,Pobreza,Pobreza no extrema,3000,28
3238,Pobreza,Pobreza extrema,3000,27
3239,No pobreza,No pobreza,3000,29
3240,Pobreza,Pobreza extrema,3000,29
3241,No pobreza,No pobreza,3000,26
3242,No pobreza,No pobreza,3000,25
3243,No pobreza,No pobreza,3000,25
3244,No pobreza,No pobreza,3000,27
3245,No pobreza,No pobreza,3000,29
3246,No pobreza,No pobreza,3000,27
3247,Pobreza,Pobreza no extrema,3000,27
3248,No pobreza,No pobreza,3000,26
3249,Pobreza,Pobreza no extrema,3000,27
3250,No pobreza,No pobreza,3000,29
3251,No pobreza,No pobreza,3000,25
3252,Pobreza,Pobreza no extrema,3000,26
3253,Pobreza,Pobreza no extrema,3000,26
3254,No pobreza,No pobreza,3000,25
3255,No pobreza,No pobreza,3000,26
3256,Pobreza,Pobreza extrema,3000,26
3257,Pobreza,Pobreza no extrema,3000,25
3258,No pobreza,No pobreza,3000,28
3259,Pobreza,Pobreza no extrema,3000,29
3260,Pobreza,Pobreza no extrema,3000,27
3261,No pobreza,No pobreza,3000,28
3262,Pobreza,Pobreza no extrema,3000,29
3263,Pobreza,Pobreza no extrema,3000,25
3264,No pobreza,No pobreza,3000,25
3265,Pobreza,Pobreza no extrema,3000,28
3266,No pobreza,No pobreza,3000,29
3267,No pobreza,No pobreza,3000,26
3268,No pobreza,No pobreza,3000,28
3269,Pobreza,Pobreza no extrema,3000,26
3270,No pobreza,No pobreza,3000,28
3271,Pobreza,Pobreza no extrema,3000,27
3272,No pobreza,No pobreza,3000,27
3273,No pobreza,No pobreza,3000,25
3274,Pobreza,Pobreza extrema,3000,27
3275,Pobreza,Pobreza no extrema,3000,25
3276,No pobreza,No pobreza,3000,27
3277,No pobreza,No pobreza,3000,26
3278,No pobreza,No pobreza,3000,29
3279,Pobreza,Pobreza no extrema,3000,28
3280,No pobreza,No pobreza,3000,25
3281,No pobreza,No pobreza,3000,25
3282,No pobreza,No pobreza,3000,26
3283,No pobreza,No pobreza,3000,29
3284,Pobreza,Pobreza no extrema,3000,26
3285,Pobreza,Pobreza no extrema,3000,28
3286,Pobreza,Pobreza no extrema,3000,25
